Aggression	Text
>>>7481377 Ебучку оффни, чухан. Сын за отца не ответчик, ну а мы-то и подавно не в ответе за этого вислоухого ишака. Хули нам за эту собаку каяться. Иди говна наверни и покайся за бесчинства орды, монгольское отродье.	1
>>>7481456 АНУС СВОЙ УСПОКОЙ, БЛЯДЬ, У МЕНЯ БОМБИТ! У МНГЯ БОМБИТ СУКА Я СЕЙЧАС ВООБЩЕ ВЗОРВУСЬ НАХУЙ ИНШАЛЛА!	1
>>>7476912 Ебанный хохлик снова влажно мечтает!	1
Армяне хуже чеченов, чечены открыто воевали с нами, а армяне подленько так мы братушки типа, а сами втихую русских режут.	1
>>>7481694 Армяне каются за русню, убившую армян, топ кек.	1
>>>7481655 по-всякому, но от от этого рвет жопу ормянопитеков  да восславится имя аллаха	1
>>>7481741 Ты видать совсем дурной, если думаешь так. Скорее всего ты мамкин сыночка-корзинка, который из дома выходит 1 раз в неделю, а новости с либеральной сраки воспринимает как правду.   Я не буду тебя убеждать в обратном, но могу посоветовать просто съездить в Азербайджан и своими глазами убедиться в том, что нормальные люди поддерживают президента, а всякая нечисть из интернета пишет хуйню, на которую всем похуй. Более того этой нечисти там мало осталось: многие боясь сгущенки перешли на сторону власти, а другие просто заткнулись.   Так уж сложилось, что Россию я люблю как свой дом и мне досадно (скажи что мне бомбануло) от того, что такие бараны как ты имеют право что-то писать в интернете.	1
>>>7481778 Откуда ты? Какого верования? В армии служил? Какое у тебя отношение к Азербайджану и России. После ответа на твои вопросы я продолжу общение с тобой, недочеловек, случайно спасенный Российской империей от уничтожения турками.	1
>>>7481997 Это всё хохлы придумали	1
>>>7481989 блядь какие же вы тупые сука, лол.	1
>>>7482155 ты че несешь даун? и теперь-то ты точно спалился, что либо ты не азер либо настолько обрусевший кусок жалкого говна, что не шаришь за реалии. людей с фамилией кончающейся на -ян в азерпичан не пускают, даун.	1
>>>7482540 не твое дело, своим iq озаботься, мразота.	1
>>>7482601 у тебя все к одному сводится, убогий. блядь вас на фабрике штампуют, что ли, чушки ебаные.	1
Следственного комитета Армении... ахаха! у ебанашек лижущих свою жёппу 20 веков есть комитет, ахаха!Ебать, уморили, я пожалуй дам за щеку армянке на районе что крутит шаурму свинкам.	1
>>>7482700 У какого-нибудь голожопого племени индейцев Амазонии она может быть еще длиннее, а у США гораздо короче. Важна не длина истории, а чего за это время добились.	1
>>>7482745 свинья рассуждающая об интеллекте армян - вот это пушка.	1
>>>7482809 Почини детектор, я не хохол	1
>>>7482824 так хохлы и не свиньи. русские - свиньи.	1
>>>7482836 Это точно.  И нечего нам, рузке свиниам, делать в армении и на украине.  Армения пусть сама мирно живет рядом с Азербайджаном. Кроме того, было бы неплохо проверить армян, живущих в России - не пора ли им на Родину.  А с украины Россия уже уходит - будет теперь с Турцией и Китаем дела делать.	1
>>>7482948 похуй ваще, без вас в регионе спокойнее. а коли война будет так без ваших вмешательств ссаных до Баку дойдем. а если меня прогоните - так вообще заебись, давно пора всех армян на родину возвращать, а то что-то разбежались.	1
>>>7483016 хуй им, юг россии вообще наш. пусть весь скфо хачам отдают и уебывают, унтерменши ебаные.	1
>>>7482179 Это ты где такое вычитал? На территорию Азербайджана тебя пустят, никаких запретов я не знаю. Полагаю, что трусливые ормяне сами придумали эту легенду, чтобы оправдать свою ненависть к Азербайджанцам.  Если ты мужчина, а не кусок говна, то даже сможешь там жить и спокойно выехать. Вы армяне по отношению в Азербайджану ведете себя как хохлы по отношению к москалям. Только последние насмехаются над первыми, что рвет пуканы первым.   Слушайте, а у армян и хохлов точно нету общих корней?	1
>>>7483077 Что такое Хачестан без Рашки? Ничего. С азерами и турками мы срёмся, у грузинов есть возможность покупать топливо, газ у азеров. Там еще Иран что-то мутит с трубопроводами в гейропу, но через Азеростан Грузию и Турцию, тут мы опять в пролете. У хачей нет выхода в море как у тех же грузин. Так еще и этот евразес, хотя пытаются усидеть на двух стульях. Пендосам и гейропейцами не до нас, так что на вливания бабла тоже не нужно рассчитывать.	1
>>>7483258 дада иди нахуй, ебанашка	1
метро нет пока трамвай дождешься - превратишься ледышку, когда войдешь пропадет только ветер, тк старые чешские вагоны с жесткими сидениями без нихуя, точнее разрисованы они как правило и в жвачке все. Иди ты на хуй в быдлядтю, илита хуева. А вообще зачем в политач это принес?  Модер, гони его на хуй из тематики!	1
>>>7771006 1) питаюсь сабами из сабвея. тян иногда делает блинчики. 2) езжу на велосипеде. в холодное время года на троллейбусах (голосую за электродвижки рублем) 3) в доме пластиковые окна, но они давно куплены без кредитов 4) телевизоров нет вообще 5) вконтакте полторы формальных фотки, новых не заливается 6) на теле нет никаких украшений и не планируется  я креакл?	1
Не скучаете ещё, креаклы?	1
>>>7527338 подожди недельку, рубль еще обезумеет готов суп из опилок жрать, пидораш?	1
>>>7528001 Ясно, спасибо. Надеюсь пиндосы как-нибудь отреагируют на выебоны Ботокса.	1
>>>7528219 Именно что псиологическая. Если в нынешней ситуации объявить о любой денежной реформе, очень много ваты начнет подозревать, что по телевизору им врали и действительно ВСЁ. И побегут забирать свои рубли из банков, чтобы поменять их на доллары, фунты, гривны и даже говяжьи анусы. Ограничить хождение валюты? В этот же день возникнет черный рынок обмена с курсом процентов на 50% выше официального, и иностранные фантики начнут тупо в коробках через границу завозить. С другой стороны, в лице различный организаций, сохранивших доступ к валютной бирже, найдется огромное количество желающих купить по государственному курсу, чтобы так или иначе навариться на разнице в цене с нелегальным рынком.	1
>>>7528347 Ты чего такой упёртый-то? Говорят тебе, деноминация абсолютно ни на что не влияет, кроме как создать у ньюфагов ощущение что рубль - стабильная валюта. На кого поумней ватных школьников это не действует абсолютно, потому что люди помнят всю хуйню в 20-м веке, которая началась с керенок рулонами в 1917 и повторялась неоднократно.	1
Креаклы, когда на работу устроитесь?	1
>>>7528771 вот зис континентальная война? Будет не будет это в смысле будет ли война в Европе? Так она уже идёт кто не заметил на Украине. Если он думает что за Украину кто то вступиться то он не военный журналист а просто обычный московский мудак.	1
>>>7528979 Лол, второй вариант или pfase2/b как раз и начался с Крыма. САМ давно съебал, оставив двойников ибо в курсе, большинство умных с правительства, бизнеса и даже богемной тусовки тоже покинуло пределы либо Сраной, либо места будущего выжигания всего живого. Ленивое кукареканье Шойгу, что надо переносить столицу на восток было из этой истории, но всё спустили на хуморе и тормозах. По факту бизнесы и холдинги продают азиатам и прописывают Сибирь китайским братушкам. Хуй знает почему вы все такие слепые - вся инфа в открытом доступе и при наличии элементарного логического аппарата и высшего образования складывается в полноценную картинку как Отче наш. Я ебал жить среди дегенератов, которым надо всё разжёвывать.	1
>>>7529404 Хохлофашист наверное, нормальный человек себя так бы не назвал	1
>>>7529862 Война за уголь обрушила цену нефти  это действительно многоходовочка рептилоидов	1
>>>7530197 Чтобы хуйло потребовал досрочного погашения по кредиту и выкинул 3 ярда на валютный рынок?	1
>>>7530249 не беспокойся, не отправят. Быдло и профессиональная армия будет воевать.  по существу кто-то отпишется?	1
>>>7530341 ты долбоеб конченный. очевидно. так говоришь как будто крупномасштабная война будет. Будет максимум заварушка типо Афанской или Чеченской. Перехуячат население, бабла отмоют. И норм. И не такую хуйню видели. И ничего.	1
>>>7530473 Нет, такую хуйню ты ещё не видел. Хотя если тебе ничего не известно про первые годы после ГВ в СССР, то ты наверное шкальник и нет смысла что-то тебе объяснять.	1
>>>7530435 Бонды-хуёнды, всё там есть. Как только бабки к вам зайдут, хуйло заберёт свои 3 ярда, поэтому деньги вам дают на месяцок и не более, чтобы больших сумм в бюджете не скапливалось.	1
>>>7530783 Да похуй вообще, я вот за два года из ненавистника жидорептилоидов стал их апологетом. Такие-то МНОГОХОДОВКИ, что аж за душу берёт - есть ещё ЛЮДИ на этой грёбанной планете. И главное все улыбаются, общаются, по-человечески, блять!	1
>>>7531188 Добавлю что тогда наши генералы обоснованно надеялись что наличие военспецов можно будет реально скрыть и не ошиблись. А вот чем думали сейчас сложно сказать, наверное жопой. Итогом этих хитрых думок стали живительные санкции которые во многом, кстати, ебнули по оборонке.	1
>>>7530937 Все хуевое в этом мире выгодно 1. жыдам 2.рептилоидам 3. Лукашенке	1
>>>7531491 Тупые пидорахи не знали кто именно президент америки	1
>>>7531281 нормальные люди у близзов ачивки фармят, а пидорахи лезут в армию и прочую хуету	1
>>>7481498  И по чьему? Островную пидораху зацепят из принципа же.	1
>>>7481443 Автор - срущий петух шизик, и поэтому так называемая логика ему не указ и непротиворечивость необязательна. Обычное двоемыслие манямирка. Тут у половины раздела такое, и ничего, а ты считаешь, что у ЧСВшного уродца из жижи, никогда ничего не аргументирующего и опускающегося до  оскорблений при попытке с ним полемизировать, не может быть подобного расстройства.	1
>>>7481153 Очень годно, особенно про Левиафан, сам заметил, что среди моих знакомых все брезгливо к нему относятся, хотя раньше я бы даже сам такое говно сожрал. Ну и заключение отличное.	1
"Фотошоп-куны, запилите картинку ""Я червь Галковский, хуже меня уже нет""."	1
">>>7482682 даже сам себе противоречит, что сначала пишет, что начинается постгосударственный этап, а после вдруг рашка стронг из-за того,что там национальное самознание в виде ""врёти, это каклы мне говно в жопу залили"" и ""америка устроила терракт во франции"". Государственность в рашке наоборот увеличивается с каждым годом и сейчас входит в терминальную стадию, после чего взорвётся."	1
">>>7481153 Конец немного предсказуем. Где-то с первых строк было такое чувство, что дальше будет публицистическая хуита с интонацией ""я-то знаю"". Так и вышло."	1
">>>7483542 Нацитируй. В данном случае какой был твой ""аргумент"", так я тебе и ответил, суетливый."	1
>>>7483606 Если ты его двачуешь, то он твой, маневренная обезьяна.	1
>>>7483592 Все, собственно, верно написал. >>>7483592 Кек, так в этом суть - рубить с пидорашек бабосики, профиты, ебать их в очко, пугать страшным сгнившим западом, а самому жить подальше от всего этого отребья, алчущего новых многоходовок и подковерных интриг с геополитикой. Маргиналы до такого говна жадные, аж страшно. >>>7483592 Хех.	1
">>>7481720 Вообще, бугурт на весьма годное кинцо вроде ""Левиафана"" - первый признак ватной пидорашки"	1
>>>7483858 Пидораха с порванной задницей	1
Только вышел новый пост утенка, и одноклеточные пидорахи опять порвались и привычно принялись кидаться говном. Феерия дегенератов.	1
Прочитал. Что сразу бросается в глаза: ДЕГ скатился в полное быдланство, перемешанное с мэмсовыми картинками протухшей свежести. Разительно отличается от Галковского этак десятилетней давности  Тут два варианта:  1) старческое слабоумие, альцгеймер, все дела; 2) коньюнктура изменилась, русня сильно отупела и для нее уже нельзя писать так, как раньше - не поймут.  Я лично ставлю на второй вариант.	1
">>>7484326 там нет тезисов вообще. Ни правильных, ни неправильных. Просто поток больного сознания.  Если бы не лейбл ""Галковский"" на этой шизофазии, то я бы приписал авторство какому-нибудь нищему озлобленному слесарю из паблика вконтакте. А так мы знаем, что ДЕГ богатый человек, живет в Исландии, обладает незаурядным интеллектом. Следовательно, пишет не то, что думает. Вопрос: зачем? Ответ: аудитория такая. Для русских животных хрюкай, мычи, вой. Человеческими словами у себя дома в Исландии с семьей общаться будешь."	1
>>>7484465 Европейские господа тоже оценили. Да вообще всем понравилось, одни пидорашки-обиженки батхертят	1
>>>7484479 Возможно, что и слишком, и тогда это объясняется обычной руснявой любовью к проецированию, а Маэстро знает аудиторию. >>>7484479 Но не стоит забывать, что он творческий человек, и мог бы поставить это как пасхалку. Я сам, когда работал на нашистов, подумывал ставить такую в текст с переписанной историей, но зассал.	1
">>>7484486 Лучше расскажи какие фильмы ты смотрел, чтобы сделать вывод, что Левиафан"" - один из лучших российских фильмов за последние дохуя лет? Наверняка же, нихуя не смотрел, так, пиздобол?"	1
">>>7484824 Чё-то проиграл. Только что обсирал Галковского как ""мурзилку без каких-либо заслуг"" и тут же цитируешь анонимного порашного шизофреника. Объективность и критическое мышления уровня /по."	1
>>>7484879 Зашейся, мария.	1
>>>7484883 Дискурс уровня утёнка. ДЕГ там в комментах обосрался, нахамив компетентному церковнику, а холуи и побежали подлизывать говно.	1
>>>7484894 Нахамил и обозвал УГОЛОВНИКОМ, хотя церковник себя вежливо вел, извинился даже пару раз. Раньше такой залупы не было.	1
>>>7483244 А дег в 52 или сколько там женился и ребенка заебашил - ДУРАК. И ШИЗИК.	1
>>>7485638  А, ты про 19-й-начало 20-говека спрашивал? И там бы проебала, конечно. С такими-то франками, фрицами и иванами. Раскатали бы как сучку.	1
навального не посадили @ слив навального засчитан  аэропорт наш х 59 @ всу делает ротацию в аэропорту @ хохлы соснули, слив защитан	1
>>>7453458 А коммибляди не могут без Навального социальный протест устроить?	1
">>>7453875 А вот тут сложно сказать. Белых конечно поцан правильный но не настолько крут чтобы бесконечно отмазывать кореша долбоеба. Это же просто фарс все суды над лесокрадом. Чуется многоходовочка. И ее итог: карманный лидер ""оппозиции"". Хотя впизду такого мудака ""лидера"". Дайте нам лучше Васю Якеменко он няшный и с него телочки текут. И еще он печет пироги."	1
>>>7454115 А вот это будет эпично. Даже креакл лучше 15-рублевой залупы, даже червь-пидор и то лучше.	1
>>>7455149 Лошара. Лионов тянул срок как мужик, хотя по уровню угрозы для власти от в свое время соответствовал десяти навальным, по всей каждый сраный опер мечтал сделать ему предложение от которого нельзя отказаться. И ничего, не сломался он.  Да что там говорить, даже ТП Толоконникова не прогнулась, отсидела, вышла и продолжила глумиться над Системой.	1
Все правильно Леша сделал. Рано еще. Вата сама должна снести своих любимчиков. Пусть сначала вата поймет, что они дебилы, ведут страну к краху, говна поест. Креативный класс свое слово сказал, быдлонарод его не поддержал, ради бога. Мы умываем руки, вкладываемся в доллары, и зоонаблюдаем за крахом ватного манямирка. Мир достанется самым терпеливым.	1
>>>7456330 Но 84% это факт. Демократия жи есть. Хотят есть говно, ну что поделать. На Украине хотя бы 50/50, было. А тут? Ждем пока вата протухнет и выпадет в астрал.	1
>>>7465709 Да понятно, что купил, а кстати ты прав, у них одежда вполне годная, но сочетание что с чем не всегда бывает успешным, публичные люди, а внешним видом пренебрегают. По одежке встречают все же. Если бы этот парень на фото не был Навальным, то креаклы бы первые завопили, что это какой-то пидораха-ватник, лол.	1
>>>7465934 Ты нихуя не понимаешь в одежде, ватник.	1
>>>7453612 Так вы и есть скот. Лешка сказал стаду мычать - стадо мычит на манежке. Сказал ебальники завалить и 15.01 сидеть дома - стадо покорно сидит по домам. Признайся, без погонщика вы никто. Не зря же он вас баранами назвал в свое время.	1
Нашистики кривляются, рубль летит в пизду, цены удвоились, русские убивают русских в автобусе из града, Леха из Марьина вертит Путина на хую, суть рашкинской политики.	1
">>>7470071 Вся суть хохлов на 4 пикче да? итсинные татаро-монголы, основная национальная идея которых - это враг и противостояние и ненависть? А ты понимаешь, что любое явление, основанное на противопоставлении, при исключении одной из противоположностей исчезает? Как магнит - не будет двух полюсов, не будет и магнита.  Вырежете всех русских - вам незачем станет жить. Просто не-за-чем.  Построение общества, а уж тем паче нации, на ""противопоставлении"" и ""вечном враге"" уже само по себе предполагает тупик и одноразовость, вкупе с несамостоятельностью таковой нации.  Если проще - без русских нету украинцев. Хоть братушек, хоть поехавших биндер-фошыздов. Потому как против польских панов вы ну ни как не будете бунтовать, попомни мое слово. Они быстро развешают всех майдаунов вдоль дорог. И хрен им что скажет Европа, США и иже с ними. Еще и денег дадут для моральной реабилитации пострадавших поляков, которым bydlo помидоры потоптали на огородике, где должны были вкалывать за миску баланды славя милостивую Речь Посполитую."	1
Завтра жёсткие разборки с омоном, скриньте. Креаклы озвереют.	1
30 декабря. Навального не посадили. Сделали бы иначе мучеником.  Но посадили его брата. А самому ему сказали: уйми своих протестующих а не то... а не то он пострадает. Не честно? А какая разница? Зато Путин, Штабильность. Мы тебе предлагали вместе душить это руснявое быдло, но ты отказался. Ты же у нас патриот, ты же за народ.  Ну не понимаешь  по-хорошему, так будет просто  по-нашему. Теперь если ты вякнешь о Манежке, Олегу будет больно. Очень  больно. поэтому делай как тебе сказали. Пусть народ любит Путина дальше. Лодку, блядь, не качай, патриотишка хренов. Скажи чтобы никуда не ходили. Нам не нужны умные люди. Нам нужны рабы. Умными слишком стали, блядь. Свободы захотели.	1
"Блядь, если бы меня мои сторонники вот так отдали ментам, даже не попытавшись меня отбить - я бы тоже их нахуй послал. Вангую, что он там насобирает с либерашек пожертвований, а потом в феврале выйдет и скажет ""ПУТИН НАШ ПРЕЗИДЕНТ, ЕБИТЕСЬ КОНЕМ, ЕДРО НЯШИ"""	1
>>>7529633 Самое смешное, что в оригинале написано северо-восток, но пидораший постпред ОБСЕ говорит, что на северо-востоке не донецк и докучаевск, а ВСУ. Необучаемые.	1
">>>7529633 докучаевск - 32 км по гуглу - на северо-северо-востоке под днарями дальность стрельбы града из вики: Дальность стрельбы максимальная, м	ОФС: 40 000 КАС: 33 000 УАС: 42 000  почему именно уркы,а , залупки?"	1
>>>7530088 Комиссия установил север-север-восток, но пидорашка в переводе для ваты назвал север и выдал свою версию реальности.	1
>>>7768806 акцент русский,пидорах,не получилось	1
Можно подумать хохлы от русских чем-то отлиаются. Часто вижу сумасшедших мамаш, которые даже на публике своих детей прессуют. Шоу кстати хорошее, пидорашкам надо показывать самих себя.	1
>>>7768919 Но я знаю, что это украинская передача и даже смотрел несколько выпусков. На вебмке же всё равно пидораха.	1
>>>7768683 Ну вата и вата. Родились то все в СССР. Не сказано из какого города, если из Киева или Друмбасса, то вообще ничего удивительного. Я видел такое дерьмо, очень неприятно, хочется убить такую мамку, а нельзя. Дети конечно не совем нормальные будут, по себе сужу.	1
>>>7768683 Лол но это-же хохлы. Просто пиздец, иногда я вас не понимаю, суть хохла- москали мне в жопу дерьма залили. А потом такие дегенераты хоронят героев-коробочек в придорожных канавах. Суть хохластана.	1
>>>7768683 А хохлы-то молодцы, показывают рузке мир по тв. Унижают невменяемых пидарах в прямом эфире.	1
Тем временем курс гривны к доллару упал до исторического минимума. Предлагаю хохлам перестать бугуртить с рубля и начать каяться и плакать, плакать и каяться.  В середине дня основная часть сделок на межбанке проходила в диапазоне 24–24,5 гривны за доллар, что, по данным Bloomberg, примерно на 46% выше вчерашнего уровня.	1
>>>7769475 Шлюхи шлюхами, но доказывать женскую некомпетентность статистикой из семей, в которых мать воспитывала хуево, а отец просто нахуй свалил, это очень охуенно.	1
>>>7484218 засуть в жопу  этого фрика Дугина	1
">>>7484152 Обучать тех кто рядом с тобой, до кого дотянешься. Раскрывать глаза вате.  Сегодняшнее правительство, как ни обижайся, в точности соответствует требованиям народа: так чтобы была стабильность и сытость, да не приходилось работать помногу. Быть свободными русские не хотят. Ты хочешь, я хочу, а 80% не хотят. Им нахуй не нужна свобода слова. Им нахуй не нужны права человека. Они хотят вождя, который скажет что кому делать, который накормит и напоит. Чтобы не думать самим. Чтобы ни за что не нести ответственность. Русский народ - корзиночки. Отними у них Путина, дай им свободу - они будут искать себе нового хозяина, который их защитит. и они готовы пойти хоть за вторым Гитлером. Это забитый и затравленный народ, живущий по принципу ""не бейте, лучше обоссыте"".  Даже те, кто отписываются в /po/ считают что все проблемы решатся если поменять власть. Нихуя не решится. Появится новая власть, может чуть лучше, может ещё хуже. Возьми маменькиного сынка и предложи ему престижную работу за границей, деньги, машины, красивую девушку, он всё равно прибежит к мамочке обратно в свою нищету. Он не способен на самостоятельность. Ну вот вообще никак. Так же и наш народ."	1
>>>7484310 Пошло 25 лет, выросло поколение не знавшее совка. Но вата стала только ватней. Единственное для чего идея годится - для выявления и указания правильного пути тем редким нормальным людям которым не повезло родиться в ватном мире. Остальные необучаемы. Времени было достаточно.	1
>>>7484152 Делай как я. Уезжай в Украину. Это такая Россия без Путина.  И без массового психоза. Без засилья невменяемой ваты. С проснувшимся национальным духом.	1
>>>7484396 Дык складывается впечатление , что массам это не нужно. Массам нужна империя(за которую они будут страдать )  и сильная рука. Причем почему  у нас такие массы? Ведь вроде пообщаешься люди , как люди, вроде даже не плохие. А чуть что сразу  ватные лозунги .И тут не только в пропаганде  дело. Реально менталитет такой. почему загадка	1
>>>7484152 Я тоже стал думать последнее время что россии две, а может даже немножко больше. Нам нужно как в штатах сделать, свой техас для ватников и уютную калифорнию для креаклов. Свои местные